?,L2,L,U2,U,I2,I,R,Word,UKPhonetics,USPhonetics,Paraphrase,
0,26,25,06,5,02,1,0.722343441,undergird,[ˈʌndəˈgɜːd],[ˌʌndəˈgɜːd],加强，巩固...的底部,
0,26,25,06,5,03,2,0.990406786,usher,[ˈʌʃə],[ˈʌʃɚ],开启,
0,26,25,06,5,04,3,0.845539391,underscore,[ˌʌndəˈskɔː(r)],[ˌʌndərˈskɔːr],强调,
0,26,25,06,5,05,4,0.473892595,understate,[ˌʌndəˈsteɪt],[ˌʌndərˈsteɪt],保守陈述,
0,26,25,06,5,06,5,0.354930277,undue,[ʌnˈdjuː],[ˌʌnˈdu],过度的，过多的,
0,26,25,06,5,07,6,0.497620467,unexceptionable,[ˌʌnɪkˈsepʃənəbl],[ˌʌnɪkˈsepʃənəbl],无懈可击的,
0,26,25,06,5,08,7,0.15441806,unflappable,[ˌʌnˈflæpəbl],[ˌʌnˈflæpəbl],镇定的，从容不迫的,
0,26,25,06,5,09,8,0.478774399,ungainly,[ʌnˈɡeɪnli],[ʌnˈɡeɪnli],笨拙的，不雅的,
0,26,25,06,5,10,9,0.490551722,unimpeachable,[ʌnɪmˈpiːtʃəb(ə)l],[ˌʌnɪmˈpitʃəbl],无可置疑的,
0,26,25,07,6,01,0,0.309400868,unkempt,[ˌʌnˈkempt],[ˌʌnˈkempt],凌乱的，无序的,
0,26,25,07,6,02,1,0.828881384,unlettered,[ˌʌnˈletəd],[ˌʌnˈletərd],未受教育的，文盲的,
0,26,25,07,6,03,2,0.801182883,unpretentious,[ʌnprɪˈtenʃəs],[ˌʌnprɪˈtɛnʃəs],低调的，谦逊的；坦诚的，自然的,
0,26,25,07,6,04,3,0.39485854,unflagging,[ˌʌnˈflæɡɪŋ],[ˌʌnˈflæɡɪŋ],不懈的，不知疲倦的,
0,26,25,07,6,05,4,0.233853012,unsung,[ʌnˈsʌŋ],[ˌʌnˈsʌŋ],被埋没的；不知名的,
0,26,25,07,6,06,5,0.325389694,unruly,[ʌnˈruːlɪ],[ʌnˈruli],难驾驭的，不守规矩的,
0,26,25,07,6,07,6,0.875979722,untenable,[ʌnˈtenəbl],[ʌnˈtenəbl],防守不住的，站不住脚的,
0,26,25,07,6,08,7,0.552255211,untold,[ʌnˈtəʊld],[ˌʌnˈtold],数不清的，无数的,
0,26,25,07,6,09,8,0.065047087,untoward,[ˌʌntəˈwɔːd],[ʌnˈtɔːrd],倒霉的，不吉利的；难以驯服的，难以驾驭的,
0,26,25,07,6,10,9,0.489771721,unwitting,[ʌnˈwɪtɪŋ],[ʌnˈwɪtɪŋ],不知道的，未觉察的,
0,26,25,08,7,01,0,0.248744752,unwonted,[ʌnˈwəʊntɪd],[ʌnˈwontɪd],不习惯的，不寻常的,
0,26,25,08,7,02,1,0.563056906,upbraid,[ʌpˈbreɪd],[ʌpˈbreɪd],(严厉地)谴责，责骂,
0,26,25,08,7,03,2,0.827665535,uphold,[ʌpˈhəʊld],[ʌpˈhold],支持，赞成,
0,26,25,08,7,04,3,0.567613594,urbane,[ɜːˈbeɪn],[ɜːrˈbeɪn],彬彬有礼的，文雅的,
0,26,25,08,7,05,4,0.76675932,usurp,[juːˈzɜːp],[juːˈzɜːrp],篡夺，篡位,
0,26,25,08,7,06,5,0.05363674,univocal,[juːˈnɪvəkəl],[juːˈnɪvəkəl],含义明确的,
0,26,25,08,7,07,6,0.214101559,vaccinate,[ˈvæksɪneɪt],[ˈvæksɪneɪt],预防接种疫苗,
0,26,25,08,7,08,7,0.182238806,vacillate,[ˈvæsəleɪt],[ˈvæsəleɪt],犹豫不决；摇动，摇摆,
0,26,25,08,7,09,8,0.574922747,vacuous,[ˈvækjuəs],[ˈvækjuəs],茫然的，愚蠢的,
0,26,25,08,7,10,9,0.405161678,vagary,[ˈveɪgərɪ],[ˈveɪgərɪ],不可预测的思想或行为,
0,26,25,09,8,01,0,0.641093185,vague,[veɪg],[veɡ],表达不清的；轮廓不清晰的,
0,26,25,09,8,02,1,0.966505688,valediction,[ˌvælɪˈdɪkʃn],[ˌvælɪˈdɪkʃn],告别词,
0,26,25,09,8,03,2,0.251347029,valiant,[ˈvælɪənt],[ˈvæljənt],勇敢的，英勇的,
0,26,25,09,8,04,3,0.768368335,versed,[vɜːst],[vɜːrst],熟知的；精通的,
0,26,25,09,8,05,4,0.696402268,vanquish,[ˈvæŋkwɪʃ],[ˈvæŋkwɪʃ],打败，征服,
0,26,25,09,8,06,5,0.080823318,vapid,[ˈvæpɪd],[ˈvæpɪd],无趣的，乏味的,
0,26,25,09,8,07,6,0.363403055,vaporize,[ˈveɪpəraɪz],[ˈveɪpəraɪz],彻底消灭,
0,26,25,09,8,08,7,0.616606682,variance,[ˈveərɪəns],[ˈvɛrɪəns],不一致，不和谐,
0,26,25,09,8,09,8,0.876602362,variegated,[ˈveəriəɡeɪtɪd],[ˈverɪɡeɪtɪd],杂色的，斑驳的,
0,26,25,09,8,10,9,0.00343479,varnish,[ˈvɑːnɪʃ],[ˈvɑrnɪʃ],粉饰(令人不悦的东西),
0,26,25,10,9,01,0,0.321129329,valorize,[ˈvæləraɪz],[ˈvæləˌraɪz],提升，赞美,
0,26,25,10,9,02,1,0.853932653,vaunt,[vɔːnt],[vɔːnt],吹嘘,
0,26,25,10,9,03,2,0.080618357,veer,[vɪə],[vɪr],(使)转向，(使)改变航线,
0,26,25,10,9,04,3,0.759799943,vehement,[ˈviːəmənt],[ˈviːəmənt],(情感)强烈的，热情的,
0,26,25,10,9,05,4,0.791277081,venal,[ˈviːn(ə)l],[ˈvinl],贪污受贿的,
0,26,25,10,9,06,5,0.229483402,vendor,[ˈvendə],[ˈvɛndɚ],小贩，商贩,
0,26,25,10,9,07,6,0.051438336,veneer,[vɪˈnɪə],[vəˈnɪr],粉饰(不好的东西),
0,26,25,10,9,08,7,0.561371338,venerate,[ˈvenəreɪt],[ˈvɛnəret],尊敬,
0,26,25,10,9,09,8,0.680082304,venial,[ˈviːnɪəl],[ˈvinɪəl],可宽恕的,
0,26,25,10,9,10,9,0.301715144,venom,[ˈvenəm],[ˈvɛnəm],毒液；恶意，恶毒的用心,
0,27,26,01,0,01,0,0.478327689,veracious,[vəˈreɪʃəs],[vəˈreɪʃəs],诚实的，说实话的,
0,27,26,01,0,02,1,0.216084922,verbatim,[vɜːˈbeɪtɪm],[vɜːˈbeɪtɪm],逐字地，一字不差地,
0,27,26,01,0,03,2,0.064001031,verbose,[vɜːˈbəʊs],[vɜːˈbəʊs],冗长的，啰嗦的,
0,27,26,01,0,04,3,0.350933476,verdant,[ˈvɜːdnt],[ˈvɜːrdnt],(因长满植物而)翠绿的，郁郁葱葱的,
0,27,26,01,0,05,4,0.292989736,verify,[ˈverɪfaɪ],[ˈvɛrɪfaɪ],校验，证实,
0,27,26,01,0,06,5,0.041959771,verisimilar,[ˌverɪˈsɪmɪlə],[ˌverəˈsɪmələ],似乎真实的,
0,27,26,01,0,07,6,0.763634464,vile,[vaɪl],[vaɪl],丑陋的；(道德上)可鄙的，卑鄙的,
0,27,26,01,0,08,7,0.148002331,vernacular,[vəˈnækjʊlə],[vɚˈnækjəlɚ],方言；非正式的，口头的,
0,27,26,01,0,09,8,0.916286497,versatile,[ˈvɜːsətaɪl],[ˈvɝsətl],多才多艺的，全能的,
0,27,26,01,0,10,9,0.719751433,verse,[vɜːs],[vɝs],使精通，使熟悉；诗歌,
0,27,26,02,1,01,0,0.609978092,vertigo,[ˈvɜːtɪɡəʊ],[ˈvɜːrtɪɡoʊ],眩晕,
0,27,26,02,1,02,1,0.030830301,verve,[vɜːv],[vɜːrv],活力，热情,
0,27,26,02,1,03,2,0.557237176,venue,[ˈvenjuː],[ˈvɛnju],场地,
0,27,26,02,1,04,3,0.807033622,vestige,[ˈvestɪdʒ],[ˈvestɪdʒ],微小的痕迹；小痕迹,
0,27,26,02,1,05,4,0.796354036,vocation,[və(ʊ)ˈkeɪʃ(ə)n],[voˈkeʃən],职业,
0,27,26,02,1,06,5,0.123801097,veteran,[ˈvet(ə)r(ə)n],[ˈvɛtərən],老兵；有丰富经验的人；经验丰富的，资深的,
0,27,26,02,1,07,6,0.973569546,veto,[ˈviːtəʊ],[ˈvito],否决，禁止,
0,27,26,02,1,08,7,0.659242659,vex,[veks],[vɛks],使烦恼，使恼怒,
0,27,26,02,1,09,8,0.266383835,viable,[ˈvaɪəbl],[ˈvaɪəbl],可行的,
0,27,26,02,1,10,9,0.559515284,vicarious,[vɪˈkeəriəs],[vaɪˈkeriəs],代理的，取代的,
0,27,26,03,2,01,0,0.581702486,vicious,[ˈvɪʃəs],[ˈvɪʃəs],凶恶的，恶毒的,
0,27,26,03,2,02,1,0.916292083,vicissitude,[vɪˈsɪsɪtjuːd],[vɪˈsɪsɪtuːd],自然变化，变迁兴衰,
0,27,26,03,2,03,2,0.435264313,victimize,[ˈvɪktɪmaɪz],[ˈvɪktɪmaɪz],使受骗,
0,27,26,03,2,04,3,0.346934964,vigilant,[ˈvɪdʒɪl(ə)nt],[ˈvɪdʒələnt],警醒的，警惕的,
0,27,26,03,2,05,4,0.927549564,vignette,[vɪnˈjet],[vɪnˈjet],简介，短文,
0,27,26,03,2,06,5,0.231906893,vigorous,[ˈvɪg(ə)rəs],[ˈvɪɡərəs],精力旺盛的,
0,27,26,03,2,07,6,0.863797342,vilify,[ˈvɪlɪfaɪ],[ˈvɪlɪfaɪ],诽谤，辱骂,
0,27,26,03,2,08,7,0.017818655,vim,[vɪm],[vɪm],活力，精力,
0,27,26,03,2,09,8,0.228592067,vindicate,[ˈvɪndɪkeɪt],[ˈvɪndɪkeɪt],为...平反，为...辩护，使无罪；证明，证实,
0,27,26,03,2,10,9,0.458224224,vindictive,[vɪnˈdɪktɪv],[vɪnˈdɪktɪv],复仇的，有寻仇倾向的,
0,27,26,04,3,01,0,0.476664865,virtuoso,[ˌvɜːtʃuˈəʊsəʊ],[ˌvɜːrtʃuˈoʊsoʊ],艺术鉴赏家，专家；经验丰富的，技艺精湛的,
0,27,26,04,3,02,1,0.907413287,virtuous,[ˈvɜːtjʊəs],[ˈvɝtʃuəs],品德高尚的，正直的,
0,27,26,04,3,03,2,0.453487271,virulent,[ˈvɪrʊl(ə)nt],[ˈvɪrələnt],有毒的,
0,27,26,04,3,04,3,0.845569453,viscid,[ˈvɪsɪd],[ˈvɪsɪd],有粘性的,
0,27,26,04,3,05,4,0.304257874,viscous,[ˈvɪskəs],[ˈvɪskəs],粘稠的，粘的,
0,27,26,04,3,06,5,0.293064543,visionary,[ˈvɪʒ(ə)n(ə)rɪ],[ˈvɪʒənɛri],空想的，不切实际的；有远见的,
0,27,26,04,3,07,6,0.055246846,vitality,[vaɪˈtælɪtɪ],[vaɪˈtæləti],活力，生命力,
0,27,26,04,3,08,7,0.690504016,vitiate,[ˈvɪʃieɪt],[ˈvɪʃieɪt],削弱，损害,
0,27,26,04,3,09,8,0.50161354,vitriolic,[ˌvɪtriˈɒlɪk],[ˌvɪtriˈɑːlɪk],(言辞)刻薄的,
0,27,26,04,3,10,9,0.513949272,vituperate,[vɪˈtjuːpəreɪt],[vaɪˈtjuːpəˌreɪt],谩骂，责骂,
0,27,26,05,4,01,0,0.110451325,vivacious,[vɪˈveɪʃəs],[vɪˈveʃəs],活泼的，快活的,
0,27,26,05,4,02,1,0.102852611,vociferous,[vəˈsɪfərəs],[voʊˈsɪfərəs],喧哗的，大叫大嚷的,
0,27,26,05,4,03,2,0.055076208,volatile,[ˈvɒlətaɪl],[ˈvɑlətl],多变的,
0,27,26,05,4,04,3,0.333507953,volition,[vəˈlɪʃn],[vəˈlɪʃn],意志，自愿选择的行为,
0,27,26,05,4,05,4,0.987229842,voluble,[ˈvɒljʊb(ə)l],[ˈvɑljəbl],健谈的，多话的,
0,27,26,05,4,06,5,0.009010587,voluminous,[vəˈljuːmɪnəs],[vəˈlʊmənəs],卷数多的，大量的，庞大的,
0,27,26,05,4,07,6,0.85150385,voluptuous,[vəˈlʌptʃʊəs],[vəˈlʌptʃuəs],奢侈逸乐的，沉湎酒色的,
0,27,26,05,4,08,7,0.839793547,voracious,[vəˈreɪʃəs],[vəˈreɪʃəs],有很大食量的，贪吃的；贪婪的，如饥似渴的,
0,27,26,05,4,09,8,0.656802101,votary,[ˈvəʊtəri],[ˈvoʊtəri],崇拜者，信徒,
0,27,26,05,4,10,9,0.403928858,vouch,[vaʊtʃ],[vaʊtʃ],担保，声称为真,
0,27,26,06,5,01,0,0.335989038,vulgar,[ˈvʌlgə],[ˈvʌlɡɚ],粗俗的，无教养的,
0,27,26,06,5,02,1,0.444244747,vulnerable,[ˈvʌln(ə)rəb(ə)l],[ˈvʌlnərəbl],易受攻击的，脆弱的,
0,27,26,06,5,03,2,0.459095358,waddle,[ˈwɒd(ə)l],[ˈwɑdl],摇摇摆摆地走,
0,27,26,06,5,04,3,0.700064009,waffle,[ˈwɒf(ə)l],[ˈwɑfl],胡扯,
0,27,26,06,5,05,4,0.250080786,waft,[wɒft],[wɑft],飘荡，漂浮,
0,27,26,06,5,06,5,0.466410343,wag,[wæg],[wæɡ],摆动,
0,27,26,06,5,07,6,0.200527988,wan,[wɒn],[wɑn],苍白的，病态的,
0,27,26,06,5,08,7,0.428481851,warble,[ˈwɔːbl],[ˈwɔːrbl],柔和地唱歌,
0,27,26,06,5,09,8,0.705403597,wane,[weɪn],[wen],减少，衰退，降低,
0,27,26,06,5,10,9,0.186320251,wanting,[ˈwɒntɪŋ],[ˈwɔntɪŋ],未出现的，缺少的；未达到要求的,
0,27,26,07,6,01,0,0.785333558,warmonger,[ˈwɔːmʌŋɡə(r)],[ˈwɔːrmʌŋɡər],好战者,
0,27,26,07,6,02,1,0.766373905,warp,[wɔːp],[wɔrp],曲解,
0,27,26,07,6,03,2,0.555542575,warrant,[ˈwɒr(ə)nt],[ˈwɔrənt],批准，认可,
0,27,26,07,6,04,3,0.428293262,wary,[ˈweərɪ],[ˈwɛri],小心的，机警的，谨慎的,
0,27,26,07,6,05,4,0.918772099,wastrel,[ˈweɪstrəl],[ˈweɪstrəl],肆意挥霍的人，败家子,
0,27,26,07,6,06,5,0.975153981,watershed,[ˈwɔːtəʃed],[ˈwɔtɚʃɛd],重要关头，分水岭,
0,27,26,07,6,07,6,0.713201012,wax,[wæks],[wæks],增大，增强,
0,27,26,07,6,08,7,0.792486172,waylay,[weɪˈleɪ],[weɪˈleɪ],埋伏，伏击,
0,27,26,07,6,09,8,0.148271114,welter,[ˈweltə(r)],[ˈweltər],混乱，动乱,
0,27,26,07,6,10,9,0.558429014,wheedle,[ˈwiːd(ə)l],[ˈwidl],(用花言巧语)诱惑，哄骗,
0,27,26,08,7,01,0,0.173982279,whet,[wet],[wet],刺激，激起,
0,27,26,08,7,02,1,0.302616018,winnow,[ˈwɪnəʊ],[ˈwɪnoʊ],筛选,
0,27,26,08,7,03,2,0.875074854,whimsical,[ˈwɪmzɪk(ə)l],[ˈwɪmzɪkl],反复无常的,
0,27,26,08,7,04,3,0.584361265,wholesome,[ˈhəʊls(ə)m],[ˈholsəm],有益身心健康的,
0,27,26,08,7,05,4,0.881417993,wicked,[ˈwɪkɪd],[ˈwɪkɪd],邪恶的,
0,27,26,08,7,06,5,0.028678493,wince,[wɪns],[wɪns],畏缩,
0,27,26,08,7,07,6,0.209131066,windbag,[ˈwɪndbæɡ],[ˈwɪndbæɡ],健谈的人,
0,27,26,08,7,08,7,0.038738712,windy,[ˈwɪndɪ],[ˈwɪndi],冗长的,
0,27,26,08,7,09,8,0.887456051,winsome,[ˈwɪnsəm],[ˈwɪnsəm],迷人的，漂亮的,
0,27,26,08,7,10,9,0.671856316,wit,[wɪt],[wɪt],机智，智慧；智者，有智慧的人,
0,27,26,09,8,01,0,0.174362864,withdraw,[wɪðˈdrɔː],[wɪðˈdrɔ],撤退,
0,27,26,09,8,02,1,0.19199962,wither,[ˈwɪðə],[ˈwɪðɚ],枯萎，凋谢,
0,27,26,09,8,03,2,0.784188494,withhold,[wɪðˈhəʊld],[wɪðˈhold],抑制；扣压，不给予,
0,27,26,09,8,04,3,0.123818057,wizen,[ˈwɪzn],[ˈwɪzən],(使)凋谢，(使)枯萎；凋谢的，枯萎的,
0,27,26,09,8,05,4,0.013366554,wobble,[ˈwɒb(ə)l],[ˈwɑbl],摇晃，颤抖；犹豫不决,
0,27,26,09,8,06,5,0.479376504,worldly,[ˈwɜːldlɪ],[ˈwɝldli],世间的，世俗的；老练的,
0,27,26,09,8,07,6,0.891268783,windfall,[ˈwɪndfɔːl],[ˈwɪndfɔːl],好运，幸事,
0,27,26,09,8,08,7,0.591190995,wrangle,[ˈræŋg(ə)l],[ˈræŋɡl],纷争，争端；争吵,
0,27,26,09,8,09,8,0.827151819,wretched,[ˈretʃɪd],[ˈrɛtʃɪd],极差的；沮丧的,
0,27,26,09,8,10,9,0.407975423,wry,[raɪ],[raɪ],坚持错误的,
0,27,26,10,9,01,0,0.243531208,xenophobe,[ˈzenəfəʊb],[ˈzenəˌfoʊb],仇视(或畏惧)外国人(或外国事物)者,
0,27,26,10,9,02,1,0.156292636,yoke,[jəʊk],[jok],连接,
0,27,26,10,9,03,2,0.54494404,yokel,[ˈjəʊkl],[ˈjoʊkl],乡下人，天真纯朴的人,
0,27,26,10,9,04,3,0.021613897,zeal,[ziːl],[zil],热心，热诚,
0,27,26,10,9,05,4,0.087494313,zealot,[ˈzelət],[ˈzelət],狂热者，极端主义者,
0,27,26,10,9,06,5,0.795933727,zenith,[ˈzenɪθ],[ˈzɛnɪθ],最高点，巅峰,
0,27,26,10,9,07,6,0.810924213,zesty,[ˈzesti],[ˈzesti],刺激的，开胃的,
0,28,27,01,0,01,0,0.292700538,abreast,[əˈbrest],[əˈbrɛst],熟知的,
0,28,27,01,0,02,1,0.71831157,appurtenance,[əˈpɜːtɪnəns],[əˈpɜːrtɪnəns],附属物,
0,28,27,01,0,03,2,0.253242249,acclaim,[əˈkleɪm],[əˈklem],称赞；赞扬，赞颂,
0,28,27,01,0,04,3,0.173262258,apostle,[əˈpɒsl],[əˈpɑːsl],(政策或思想的)信奉者，支持者,
0,28,27,01,0,05,4,0.471012224,accord,[əˈkɔːd],[əˈkɔrd],一致；相符合，相一致；授予，给予,
0,28,27,01,0,06,5,0.85109058,accustom,[əˈkʌstəm],[əˈkʌstəm],使习惯,
0,28,27,01,0,07,6,0.202737897,acquire,[əˈkwaɪə],[əˈkwaɪr],获取，获得,
0,28,27,01,0,08,7,0.877738661,acquisitive,[əˈkwɪzɪtɪv],[əˈkwɪzətɪv],贪婪的,
0,28,27,01,0,09,8,0.093334916,adjudicate,[əˈdʒuːdɪkeɪt],[əˈdʒuːdɪkeɪt],裁决，判定,
0,28,27,01,0,10,9,0.544145953,adversity,[ədˈvɜːsɪtɪ],[ədˈvɝsəti],厄运，逆境,
0,28,27,02,1,01,0,0.733310627,affectation,[æfekˈteɪʃ(ə)n],[ˌæfɛkˈteʃən],虚伪，做作,
0,28,27,02,1,02,1,0.893641365,affirm,[əˈfɜːm],[əˈfɝm],声称...为真，肯定...属实,
0,28,27,02,1,03,2,0.890304609,affix,[əˈfɪks],[əˈfɪks],粘合,
0,28,27,02,1,04,3,0.792960182,affliction,[əˈflɪkʃn],[əˈflɪkʃn],痛苦，悲伤，折磨,
0,28,27,02,1,05,4,0.241307603,agape,[əˈɡeɪp],[əˈɡeɪp],急切盼望的,
0,28,27,02,1,06,5,0.723864713,agility,[əˈdʒɪləti],[əˈdʒɪləti],(身手)敏捷,
0,28,27,02,1,07,6,0.416128395,agonize,[ˈæɡənaɪz],[ˈæɡənaɪz],折磨，使痛苦,
0,28,27,02,1,08,7,0.714487364,agreeable,[əˈgriːəb(ə)l],[əˈɡriəbl],令人愉悦的；相一致,
0,28,27,02,1,09,8,0.694792192,alienate,[ˈeɪliəneɪt],[ˈeɪliəneɪt],使...疏远,
0,28,27,02,1,10,9,0.747077282,alloy,[ˈælɒɪ],[ˈælɔɪ],合金；混合物；掺杂，降低...的纯度,
0,28,27,03,2,01,0,0.054073629,ambivalent,[æmˈbɪvələnt],[æmˈbɪvələnt],(尤指感情、态度)矛盾的,
0,28,27,03,2,02,1,0.014081172,anachronistic,[əˌnækrəˈnɪstɪk],[əˌnækrəˈnɪstɪk],不合时代的人或事物；过时现象；时代错误，年代误植(指所叙人、事与时代不符的错误),
0,28,27,03,2,03,2,0.590584292,analogous,[əˈnæləgəs],[əˈnæləɡəs],相似的，可比较的,
0,28,27,03,2,04,3,0.907780732,annex,[əˈneks],[əˈnɛks],添加，合并,
0,28,27,03,2,05,4,0.851944229,annotate,[ˈænəteɪt],[ˈænəˈtet],给...作注解,
0,28,27,03,2,06,5,0.290853293,antedate,[ˌæntiˈdeɪt],[ˌæntiˈdeɪt],比...早，早于,
0,28,27,03,2,07,6,0.46302915,antipathy,[ænˈtɪpəθɪ],[ænˈtɪpəθi],厌恶，反感,
0,28,27,03,2,08,7,0.725756537,antiquated,[ˈæntɪkweɪtɪd],[ˈæntɪkwetɪd],古老的，过时的,
0,28,27,03,2,09,8,0.671750038,antithetical,[ˌæntɪˈθetɪk(ə)l],[ˌæntɪˈθɛtɪkl],完全对立的，相反的,
0,28,27,03,2,10,9,0.648646623,apparition,[æpəˈrɪʃ(ə)n],[ˌæpəˈrɪʃən],鬼魂，幽灵,
0,28,27,04,3,01,0,0.494552985,applicable,[əˈplɪkəb(ə)l],[ˈæplɪkəbl],可用的，可行的；相关的，有关的,
0,28,27,04,3,02,1,0.089603648,apprehensive,[æprɪˈhensɪv],[ˌæprɪˈhɛnsɪv],知晓的，理解的；恐惧的，害怕的,
0,28,27,04,3,03,2,0.316265256,arable,[ˈærəb(ə)l],[ˈærəbl],适合耕作的,
0,28,27,04,3,04,3,0.69053796,arbitrary,[ˈɑːbɪt(rə)rɪ],[ˈɑrbətrɛri],专横的，独断专行的；缺乏计划的，随意的,
0,28,27,04,3,05,4,0.541905799,arcane,[ɑːˈkeɪn],[ɑrˈken],深奥的，难以理解的,
0,28,27,04,3,06,5,0.628767509,argument,[ˈɑːgjʊm(ə)nt],[ˈɑrɡjumənt],争吵，争论；(逻辑上的)论证,
0,28,27,04,3,07,6,0.08022326,arid,[ˈærɪd],[ˈærɪd],干燥的；无趣的，无聊的,
0,28,27,04,3,08,7,0.748717074,array,[əˈreɪ],[əˈre],排列，阵列；排列，摆放,
0,28,27,04,3,09,8,0.1745863,assail,[əˈseɪl],[əˈsel],抨击，严厉批评,
0,28,27,04,3,10,9,0.883094453,atrophy,[ˈætrəfɪ],[ˈætrəfi],萎缩，衰退,
0,28,27,05,4,01,0,0.166156154,attest,[əˈtest],[əˈtɛst],证实，为...作证,
0,28,27,05,4,02,1,0.117112803,attune,[əˈtjuːn],[əˈtjuːn],使协调，使和谐,
0,28,27,05,4,03,2,0.487917099,august,[ɔːˈgʌst],[ˈɔːɡəst],威严的，严重的,
0,28,27,05,4,04,3,0.7478582,auspicious,[ɔːˈspɪʃəs],[ɔˈspɪʃəs],好兆头的,
0,28,27,05,4,05,4,0.43316728,austere,[ɒˈstɪə],[ɔˈstɪr],朴素的，朴实无华的,
0,28,27,05,4,06,5,0.458992324,automatic,[ɔːtəˈmætɪk],[ˈɔtəˈmætɪk],自发的，情不自禁的,
0,28,27,05,4,07,6,0.008878925,avowal,[əˈvaʊəl],[əˈvaʊəl],承认，公开宣布,
0,28,27,05,4,08,7,0.240612761,backfire,[bækˈfaɪə],[ˈbækˈfaɪr],产生相反的结果，事与愿违,
0,28,27,05,4,09,8,0.25258035,backslide,[ˈbækslaɪd],[ˈbækslaɪd],(情况等)倒退，变坏,
0,28,27,05,4,10,9,0.950384594,baffle,[ˈbæf(ə)l],[ˈbæfl],使疑惑,
0,28,27,06,5,01,0,0.120610598,bohemian,[bəʊˈhiːmiən],[boʊˈhiːmiən],特立独行之人,
0,28,27,06,5,02,1,0.222724154,bash,[bæʃ],[bæʃ],抨击，严厉批评,
0,28,27,06,5,03,2,0.718262177,beholden,[bɪˈhəʊldən],[bɪˈhoʊldən],欠他人人情的,
0,28,27,06,5,04,3,0.036971773,behoove,[bɪˈhuːv],[bɪˈhuːv],对...有利,
0,28,27,06,5,05,4,0.930223439,beige,[beɪʒ],[beʒ],缺乏特征的,
0,28,27,06,5,06,5,0.74069669,bureaucratic,[ˌbjɔːrəˈkrætɪk],[ˌbjʊrəˈkrætɪk],官僚主义的,
0,28,27,06,5,07,6,0.039121633,belligerent,[bəˈlɪdʒərənt],[bəˈlɪdʒərənt],好斗的，好战的,
0,28,27,06,5,08,7,0.23688178,beset,[bɪˈset],[bɪˈsɛt],使苦恼，骚扰；攻击，袭击,
0,28,27,06,5,09,8,0.541568228,bewitching,[bɪˈwɪtʃɪŋ],[bɪˈwɪtʃɪŋ],迷人的，令人着迷的,
0,28,27,06,5,10,9,0.469891096,blackmail,[ˈblækmeɪl],[ˈblækmel],敲诈，勒索,
0,28,27,07,6,01,0,0.622251634,bluff,[blʌf],[blʌf],直率的，(说话)直截了当的；欺骗,
0,28,27,07,6,01,0,0.167764658,canny,[ˈkænɪ],[ˈkæni],精明的，聪明的,
0,28,27,07,6,02,1,0.155905985,bogus,[ˈbəʊɡəs],[ˈboʊɡəs],伪造的，假冒的,
0,28,27,07,6,03,2,0.517505477,bore,[bɔː],[bɔr],令人讨厌的人或事物；使厌倦，使厌烦,
0,28,27,07,6,04,3,0.29543578,brandish,[ˈbrændɪʃ],[ˈbrændɪʃ],(带有威胁性地)挥舞,
0,28,27,07,6,05,4,0.772911026,brim,[brɪm],[brɪm],边缘，边界；充满,
0,28,27,07,6,06,5,0.986532385,bumble,[ˈbʌmb(ə)l],[ˈbʌmbl],含糊不清地说，杂乱无章地说,
0,28,27,07,6,07,6,0.44363541,bustle,[ˈbʌs(ə)l],[ˈbʌsl],忙乱，喧嚣；(快速地)行走，奔忙,
0,28,27,07,6,08,7,0.754169891,calamity,[kəˈlæmɪtɪ],[kəˈlæməti],大灾难,
0,28,27,07,6,09,8,0.329675775,calculated,[ˈkælkjʊleɪtɪd],[ˈkælkjuletɪd],经过计算(成败得失)的，经过深思熟虑的,
0,28,27,08,7,01,0,0.352747769,canonize,[ˈkænənaɪz],[ˈkænəˈnaɪz],使崇高，使神圣,
0,28,27,08,7,02,1,0.780703651,captious,[ˈkæpʃəs],[ˈkæpʃəs],吹毛求疵的，爱挑毛病的,
0,28,27,08,7,03,2,0.995265187,careen,[kəˈriːn],[kəˈriːn],蹒跚而行。不稳定行走,
0,28,27,08,7,04,3,0.608831514,carefree,[ˈkeəfriː],[ˈkɛrfri],无忧无虑的,
0,28,27,08,7,05,4,0.409929762,cascade,[kæsˈkeɪd],[kæˈsked],一连串，大量,
0,28,27,08,7,06,5,0.271491082,cellular,[ˈseljʊlə],[ˈsɛljəlɚ],多孔的,
0,28,27,08,7,07,6,0.613134851,ceremonious,[ˌserəˈməʊniəs],[ˌserəˈmoʊniəs],讲究礼节的，庄重的,
0,28,27,08,7,08,7,0.26997856,certitude,[ˈsɜːtɪtjuːd],[ˈsɜːrtɪtuːd],确定无疑,
0,28,27,08,7,09,8,0.000784362,channel,[ˈtʃæn(ə)l],[ˈtʃænl],将...导入，投入,
0,28,27,08,7,10,9,0.955314745,chaperone,[ˈʃæpərəʊn],[ˈʃæpəroʊn],同行，护送,
0,28,27,09,8,01,0,0.447322756,charisma,[kəˈrɪzmə],[kəˈrɪzmə],魅力，吸引力,
0,28,27,09,8,02,1,0.065195689,cherished,[ˈtʃerɪʃ],[ˈtʃerɪʃ],受喜爱的，珍爱的,
0,28,27,09,8,03,2,0.315458054,chivalrous,[ˈʃɪv(ə)lrəs],[ˈʃɪvəlrəs],有骑士风度的，(尤指对女性)彬彬有礼的,
